venda_id,cliente_id,veiculo_id,vendedor_id,data_venda,valor_venda,desconto_percentual,forma_pagamento,numero_parcelas,valor_entrada,status_venda,cliente_nome,idade_cliente,genero,cidade,estado,renda_anual,profissao,marca,modelo,ano_fabricacao,potencia_cv,cilindradas,categoria,preco_base,vendedor_nome,comissao_percentual,ano,mes,ano_mes,trimestre
1100,1932,13,11,2023-12-05,630196.18,8.78,À vista,1,630196.18,Concluída,Ágatha Pinto,43,Feminino,São Paulo,SP,1128625.82,Cirurgião,Porsche,Panamera,2024,330,3.0,Gran Turismo,690853.08,Rafaela Freitas,4.67,2023,12,2023-12,2023Q4
1101,1430,16,11,2023-08-16,1108564.67,7.16,Financiamento,48,401137.93,Concluída,Vitor Cunha,49,Masculino,Campinas,SP,610459.71,Diretor de Empresa,McLaren,GT,2023,620,4.0,Gran Turismo,1194059.32,Rafaela Freitas,4.67,2023,8,2023-08,2023Q3
1102,235,37,12,2023-11-23,605801.86,1.95,Consórcio,84,0.0,Concluída,Eloah Pereira,46,Masculino,Belo Horizonte,MG,588941.17,Arquiteto,Audi,RS5,2025,450,2.9,Esportivo,617849.93,Sra. Letícia Brito,4.15,2023,11,2023-11,2023Q4
1103,1694,17,8,2023-06-23,1276619.74,6.73,Financiamento,24,450933.78,Concluída,Diego Leão,42,Masculino,Goiânia,GO,2187823.65,Delegado,McLaren,Artura,2025,680,3.0,Superesportivo Híbrido,1368735.65,Henrique Pereira,3.61,2023,6,2023-06,2023Q2
1104,410,14,14,2024-09-16,675251.22,3.42,Financiamento,12,230193.31,Concluída,Dra. Maria Alice Camargo,34,Masculino,Goiânia,GO,562675.3,Contador,Porsche,Taycan,2023,560,0.0,Esportivo Elétrico,699162.58,Valentim Vasconcelos,3.05,2024,9,2024-09,2024Q3
1105,244,25,12,2023-11-18,675758.3,5.48,Consórcio,72,0.0,Concluída,Erick da Mota,61,Masculino,Rio de Janeiro,RJ,1060058.62,Piloto,Ford,Mustang Shelby GT500,2023,760,5.2,Muscle Car,714936.84,Sra. Letícia Brito,4.15,2023,11,2023-11,2023Q4
1106,1662,8,4,2023-05-20,1382543.54,4.31,Financiamento,48,338519.94,Concluída,Augusto Pastor,50,Feminino,Salvador,BA,807410.21,Engenheiro,Lamborghini,Urus,2024,650,4.0,SUV Esportivo,1444815.07,Ana Luiza Caldeira,4.81,2023,5,2023-05,2023Q2
1107,1862,14,14,2023-02-04,690003.55,1.31,Consórcio,72,0.0,Concluída,Sr. Francisco Novaes,39,Masculino,Campinas,SP,1074172.35,Executivo,Porsche,Taycan,2023,560,0.0,Esportivo Elétrico,699162.58,Valentim Vasconcelos,3.05,2023,2,2023-02,2023Q1
1108,602,29,8,2024-09-02,689829.45,3.45,À vista,1,689829.45,Concluída,Dr. Rael Cavalcante,40,Feminino,Vitória,ES,1073630.61,Investidor,BMW,M4 Competition,2024,510,3.0,Esportivo,714478.97,Henrique Pereira,3.61,2024,9,2024-09,2024Q3
1109,1699,16,7,2023-11-04,1027488.04,13.95,Consórcio,72,0.0,Concluída,Evelyn Aparecida,42,Masculino,Campinas,SP,1170445.14,Diretor de Empresa,McLaren,GT,2023,620,4.0,Gran Turismo,1194059.32,Cecilia Borges,3.35,2023,11,2023-11,2023Q4
1110,262,5,13,2024-12-12,1443466.72,8.26,Consórcio,72,0.0,Concluída,Jade Vargas,38,Masculino,Curitiba,PR,1245443.95,Produtor,Ferrari,812 Superfast,2022,800,6.5,Gran Turismo,1573432.22,Paulo da Mota,4.99,2024,12,2024-12,2024Q4
1111,1509,19,4,2024-06-16,1099193.39,2.58,À vista,1,1099193.39,Concluída,Luan da Conceição,44,Masculino,Manaus,AM,937029.89,Delegado,Aston Martin,DB11,2022,630,5.2,Gran Turismo,1128303.62,Ana Luiza Caldeira,4.81,2024,6,2024-06,2024Q2
1112,105,35,14,2023-03-26,737929.38,6.53,Leasing,24,73792.94,Concluída,Ravy Correia,56,Masculino,Manaus,AM,387532.98,Consultor,Mercedes-AMG,E63 S,2023,612,4.0,Esportivo,789482.59,Valentim Vasconcelos,3.05,2023,3,2023-03,2023Q1
1113,1788,3,7,2023-09-26,920058.86,6.88,Financiamento,60,354125.05,Concluída,Sra. Isabelly da Rosa,45,Masculino,Curitiba,PR,727556.0,Promotor,Ferrari,Roma,2022,620,3.9,Gran Turismo,988035.72,Cecilia Borges,3.35,2023,9,2023-09,2023Q3
1114,1309,14,11,2024-06-02,693988.78,0.74,À vista,1,693988.78,Concluída,Ana Júlia Santos,38,Feminino,Manaus,AM,1787223.97,Delegado,Porsche,Taycan,2023,560,0.0,Esportivo Elétrico,699162.58,Rafaela Freitas,4.67,2024,6,2024-06,2024Q2
1115,56,6,9,2024-12-10,1048605.9,2.01,Financiamento,24,226541.37,Concluída,Brayan Araújo,59,Masculino,Porto Alegre,RS,718454.54,Consultor,Lamborghini,Huracán,2022,640,5.2,Superesportivo,1070115.22,Miguel Abreu,4.23,2024,12,2024-12,2024Q4
1117,1557,32,5,2024-07-01,815351.08,5.31,Financiamento,12,313353.8,Concluída,Maria Vitória Sales,43,Masculino,Manaus,AM,1517966.73,Advogado,Mercedes-AMG,GT,2024,530,4.0,Esportivo,861074.12,Daniela Montenegro,4.54,2024,7,2024-07,2024Q3
1118,244,26,3,2024-10-03,574473.46,5.55,Financiamento,12,122934.12,Concluída,Erick da Mota,61,Masculino,Rio de Janeiro,RJ,1060058.62,Piloto,Dodge,Challenger SRT Hellcat,2024,717,6.2,Muscle Car,608230.24,Lucas Gabriel Souza,4.89,2024,10,2024-10,2024Q4
1119,758,29,3,2024-08-16,694187.77,2.84,Consórcio,84,0.0,Concluída,Anthony Gabriel Marques,32,Masculino,Fortaleza,CE,633883.24,Arquiteto,BMW,M4 Competition,2024,510,3.0,Esportivo,714478.97,Lucas Gabriel Souza,4.89,2024,8,2024-08,2024Q3
1122,1775,14,6,2024-05-27,657842.07,5.91,Financiamento,60,160321.89,Concluída,Isaque Novaes,55,Masculino,Salvador,BA,773091.4,Investidor,Porsche,Taycan,2023,560,0.0,Esportivo Elétrico,699162.58,Sr. Joaquim Almeida,4.76,2024,5,2024-05,2024Q2
1123,1160,26,6,2023-05-25,560909.93,7.78,Consórcio,60,0.0,Concluída,Pietra Fernandes,30,Feminino,Belo Horizonte,MG,475633.96,Cirurgião,Dodge,Challenger SRT Hellcat,2024,717,6.2,Muscle Car,608230.24,Sr. Joaquim Almeida,4.76,2023,5,2023-05,2023Q2
1124,1088,7,14,2024-09-25,2245237.05,3.86,À vista,1,2245237.05,Concluída,Gael Vieira,46,Masculino,Recife,PE,2087473.27,Médico,Lamborghini,Aventador,2025,770,6.5,Superesportivo,2335382.83,Valentim Vasconcelos,3.05,2024,9,2024-09,2024Q3
1125,992,37,2,2024-08-22,588440.27,4.76,Financiamento,48,217721.94,Concluída,Dra. Ana Liz Macedo,32,Masculino,Goiânia,GO,336953.72,Juiz,Audi,RS5,2025,450,2.9,Esportivo,617849.93,Maya Mendonça,3.07,2024,8,2024-08,2024Q3
1127,927,2,14,2024-01-03,1167898.82,0.95,Financiamento,60,330069.22,Concluída,Miguel Moraes,48,Masculino,Curitiba,PR,775815.31,Cirurgião,Ferrari,F8 Tributo,2022,720,3.9,Superesportivo,1179100.27,Valentim Vasconcelos,3.05,2024,1,2024-01,2024Q1
1128,26,18,3,2024-12-13,860724.6,5.42,À vista,1,860724.6,Concluída,Srta. Isabela Castro,28,Feminino,Goiânia,GO,659309.46,Agente Esportivo,Aston Martin,Vantage,2024,510,4.0,Esportivo,910049.27,Lucas Gabriel Souza,4.89,2024,12,2024-12,2024Q4
1129,888,30,2,2023-03-13,887011.17,5.02,Financiamento,36,328669.55,Concluída,Dra. Maria Luiza Mendes,35,Masculino,Salvador,BA,1984629.51,Piloto,BMW,M5 Competition,2024,625,4.4,Esportivo,933892.58,Maya Mendonça,3.07,2023,3,2023-03,2023Q1
1130,1343,35,6,2023-10-22,753482.18,4.56,Financiamento,48,163528.93,Concluída,Aylla Moraes,53,Masculino,Curitiba,PR,492320.76,Agente Esportivo,Mercedes-AMG,E63 S,2023,612,4.0,Esportivo,789482.59,Sr. Joaquim Almeida,4.76,2023,10,2023-10,2023Q4
1131,325,26,9,2024-12-21,549110.26,9.72,Leasing,24,54911.03,Concluída,Thomas da Mota,50,Prefiro não informar,Vitória,ES,358556.79,Dentista,Dodge,Challenger SRT Hellcat,2024,717,6.2,Muscle Car,608230.24,Miguel Abreu,4.23,2024,12,2024-12,2024Q4
1132,986,10,10,2023-08-23,944640.81,1.02,Financiamento,12,251980.64,Concluída,Isabella Sampaio,49,Feminino,Salvador,BA,890556.32,Engenheiro,Porsche,911 Turbo,2023,580,3.8,Superesportivo,954375.44,Manuela Barros,4.09,2023,8,2023-08,2023Q3
1133,1880,7,7,2024-02-18,2094838.4,10.3,Financiamento,12,716728.55,Concluída,Diego da Costa,40,Feminino,Curitiba,PR,1276662.06,Dentista,Lamborghini,Aventador,2025,770,6.5,Superesportivo,2335382.83,Cecilia Borges,3.35,2024,2,2024-02,2024Q1
1134,1511,37,3,2023-11-07,611795.0,0.98,À vista,1,611795.0,Concluída,Sr. Gustavo Henrique Teixeira,39,Feminino,Rio de Janeiro,RJ,1414746.92,Engenheiro,Audi,RS5,2025,450,2.9,Esportivo,617849.93,Lucas Gabriel Souza,4.89,2023,11,2023-11,2023Q4
1135,209,14,13,2023-11-19,664554.03,4.95,Financiamento,60,259696.42,Concluída,Sr. João Felipe Siqueira,35,Masculino,Porto Alegre,RS,1268151.15,Promotor,Porsche,Taycan,2023,560,0.0,Esportivo Elétrico,699162.58,Paulo da Mota,4.99,2023,11,2023-11,2023Q4
1136,43,27,3,2023-06-25,513049.4,2.74,À vista,1,513049.4,Concluída,Cauê Pacheco,29,Masculino,Brasília,DF,422531.73,Agente Esportivo,Dodge,Charger SRT Hellcat,2022,707,6.2,Muscle Car,527502.98,Lucas Gabriel Souza,4.89,2023,6,2023-06,2023Q2
1137,704,10,1,2024-03-17,918586.36,3.75,Financiamento,12,282469.86,Concluída,Dra. Stephany Vargas,39,Prefiro não informar,Recife,PE,1485887.46,Piloto,Porsche,911 Turbo,2023,580,3.8,Superesportivo,954375.44,Allana Ferreira,3.95,2024,3,2024-03,2024Q1
1138,1003,8,11,2023-11-22,1307124.19,9.53,Consórcio,84,0.0,Concluída,Manuela Oliveira,55,Feminino,Porto Alegre,RS,945502.54,Produtor,Lamborghini,Urus,2024,650,4.0,SUV Esportivo,1444815.07,Rafaela Freitas,4.67,2023,11,2023-11,2023Q4
1139,1768,28,9,2023-11-01,574432.54,0.98,À vista,1,574432.54,Concluída,Ísis Sales,57,Feminino,Fortaleza,CE,291979.14,Produtor,BMW,M3 Competition,2022,510,3.0,Esportivo,580117.69,Miguel Abreu,4.23,2023,11,2023-11,2023Q4
1140,1099,13,7,2024-06-26,675723.4,2.19,Financiamento,24,183230.14,Concluída,João Guilherme Nascimento,35,Feminino,Recife,PE,1392920.3,Dentista,Porsche,Panamera,2024,330,3.0,Gran Turismo,690853.08,Cecilia Borges,3.35,2024,6,2024-06,2024Q2
1141,512,1,14,2023-06-27,954354.32,4.26,Financiamento,60,370595.24,Concluída,Maria Eduarda Cardoso,42,Masculino,Belo Horizonte,MG,1495325.7,Professor Universitário,Ferrari,488 GTB,2025,670,3.9,Superesportivo,996818.8,Valentim Vasconcelos,3.05,2023,6,2023-06,2023Q2
1142,1876,30,10,2024-05-03,879166.47,5.86,Financiamento,60,264938.99,Concluída,Srta. Emanuella Nascimento,42,Masculino,Fortaleza,CE,1575301.3,Empresário,BMW,M5 Competition,2024,625,4.4,Esportivo,933892.58,Manuela Barros,4.09,2024,5,2024-05,2024Q2
1143,589,16,12,2024-08-13,1017099.73,14.82,Consórcio,84,0.0,Concluída,Breno Fogaça,38,Masculino,Recife,PE,962343.29,Investidor,McLaren,GT,2023,620,4.0,Gran Turismo,1194059.32,Sra. Letícia Brito,4.15,2024,8,2024-08,2024Q3
1144,1450,10,14,2023-06-16,879647.84,7.83,Financiamento,12,251129.49,Concluída,Maria Alice Ramos,44,Feminino,Curitiba,PR,876175.69,Delegado,Porsche,911 Turbo,2023,580,3.8,Superesportivo,954375.44,Valentim Vasconcelos,3.05,2023,6,2023-06,2023Q2
1145,643,25,6,2024-11-14,666964.58,6.71,Financiamento,24,205672.89,Concluída,Rebeca da Rosa,48,Feminino,Porto Alegre,RS,614832.07,Piloto,Ford,Mustang Shelby GT500,2023,760,5.2,Muscle Car,714936.84,Sr. Joaquim Almeida,4.76,2024,11,2024-11,2024Q4
1146,1516,35,8,2024-11-01,760113.84,3.72,À vista,1,760113.84,Concluída,Maria Eduarda Sales,44,Feminino,Porto Alegre,RS,1371477.88,Diretor de Empresa,Mercedes-AMG,E63 S,2023,612,4.0,Esportivo,789482.59,Henrique Pereira,3.61,2024,11,2024-11,2024Q4
1147,1246,7,13,2024-09-13,2200631.24,5.77,Financiamento,36,479475.72,Concluída,Gabriela Pereira,51,Masculino,Salvador,BA,1270611.11,Gestor de TI,Lamborghini,Aventador,2025,770,6.5,Superesportivo,2335382.83,Paulo da Mota,4.99,2024,9,2024-09,2024Q3
1148,1610,20,14,2023-02-04,1668032.89,10.12,Financiamento,12,584689.68,Concluída,Theodoro Teixeira,43,Feminino,São José dos Campos,SP,846049.19,Agente Esportivo,Aston Martin,DBS Superleggera,2025,725,5.2,Superesportivo,1855844.34,Valentim Vasconcelos,3.05,2023,2,2023-02,2023Q1
1149,1025,2,5,2023-07-10,1095384.15,7.1,Financiamento,24,289124.81,Concluída,Rebeca Vieira,40,Masculino,Rio de Janeiro,RJ,1047309.14,Investidor,Ferrari,F8 Tributo,2022,720,3.9,Superesportivo,1179100.27,Daniela Montenegro,4.54,2023,7,2023-07,2023Q3
1150,1555,25,13,2023-10-09,691129.44,3.33,À vista,1,691129.44,Concluída,Erick Farias,56,Feminino,Rio de Janeiro,RJ,657549.63,Professor Universitário,Ford,Mustang Shelby GT500,2023,760,5.2,Muscle Car,714936.84,Paulo da Mota,4.99,2023,10,2023-10,2023Q4
1151,1709,28,10,2023-08-05,569675.57,1.8,Financiamento,36,218348.96,Concluída,Diogo Garcia,43,Masculino,Manaus,AM,446177.44,Delegado,BMW,M3 Competition,2022,510,3.0,Esportivo,580117.69,Manuela Barros,4.09,2023,8,2023-08,2023Q3
1152,494,18,10,2024-01-22,874557.35,3.9,Leasing,24,87455.74,Concluída,Sara Cunha,46,Masculino,Brasília,DF,1368744.65,Dentista,Aston Martin,Vantage,2024,510,4.0,Esportivo,910049.27,Manuela Barros,4.09,2024,1,2024-01,2024Q1
1153,1877,30,5,2023-12-20,801093.06,14.22,Consórcio,72,0.0,Concluída,Ravi Lucca Machado,37,Masculino,Salvador,BA,1233995.67,Cirurgião,BMW,M5 Competition,2024,625,4.4,Esportivo,933892.58,Daniela Montenegro,4.54,2023,12,2023-12,2023Q4
1155,1095,10,3,2023-11-10,906274.92,5.04,Financiamento,48,350046.43,Concluída,Anthony Pires,45,Feminino,Manaus,AM,1222662.01,Produtor,Porsche,911 Turbo,2023,580,3.8,Superesportivo,954375.44,Lucas Gabriel Souza,4.89,2023,11,2023-11,2023Q4
1156,747,32,3,2023-08-11,859265.86,0.21,À vista,1,859265.86,Concluída,Lívia Aragão,34,Feminino,Porto Alegre,RS,547301.69,Promotor,Mercedes-AMG,GT,2024,530,4.0,Esportivo,861074.12,Lucas Gabriel Souza,4.89,2023,8,2023-08,2023Q3
1158,1136,18,14,2024-10-13,909776.26,0.03,Consórcio,60,0.0,Concluída,Dra. Yasmin Camargo,57,Masculino,Recife,PE,1388774.12,Gestor de TI,Aston Martin,Vantage,2024,510,4.0,Esportivo,910049.27,Valentim Vasconcelos,3.05,2024,10,2024-10,2024Q4
1159,696,34,2,2023-05-07,610421.71,5.0,Consórcio,60,0.0,Concluída,Dra. Letícia Melo,52,Prefiro não informar,Brasília,DF,990130.07,Diretor de Empresa,Mercedes-AMG,C63 S,2023,510,4.0,Esportivo,642549.17,Maya Mendonça,3.07,2023,5,2023-05,2023Q2
1160,514,32,3,2023-05-16,806309.81,6.36,Financiamento,60,192909.62,Concluída,Dr. Enzo Dias,39,Feminino,Belo Horizonte,MG,1507425.36,Arquiteto,Mercedes-AMG,GT,2024,530,4.0,Esportivo,861074.12,Lucas Gabriel Souza,4.89,2023,5,2023-05,2023Q2
1161,1929,21,2,2024-11-04,472643.89,2.72,Financiamento,36,174848.69,Concluída,Isabelly Cirino,44,Feminino,Curitiba,PR,271703.34,Empresário,Chevrolet,Corvette C8,2023,495,6.2,Esportivo,485859.26,Maya Mendonça,3.07,2024,11,2024-11,2024Q4
1162,395,24,11,2023-07-11,447530.64,2.13,Financiamento,48,159734.46,Concluída,Mathias Cirino,65,Masculino,Goiânia,GO,595677.04,Piloto,Ford,Mustang GT,2024,460,5.0,Muscle Car,457270.5,Rafaela Freitas,4.67,2023,7,2023-07,2023Q3
1163,1351,3,9,2024-10-03,913636.63,7.53,Consórcio,72,0.0,Concluída,Matheus da Conceição,43,Masculino,Porto Alegre,RS,1067997.97,Consultor,Ferrari,Roma,2022,620,3.9,Gran Turismo,988035.72,Miguel Abreu,4.23,2024,10,2024-10,2024Q4
1164,913,32,4,2023-10-14,820775.85,4.68,À vista,1,820775.85,Concluída,Maria Liz Costa,38,Masculino,Salvador,BA,1418349.11,Investidor,Mercedes-AMG,GT,2024,530,4.0,Esportivo,861074.12,Ana Luiza Caldeira,4.81,2023,10,2023-10,2023Q4
1165,971,30,3,2023-02-01,926608.22,0.78,Financiamento,36,187138.46,Concluída,Yasmin Almeida,35,Feminino,Florianópolis,SC,995318.74,Diretor de Empresa,BMW,M5 Competition,2024,625,4.4,Esportivo,933892.58,Lucas Gabriel Souza,4.89,2023,2,2023-02,2023Q1
1166,1601,22,3,2023-12-08,348204.66,11.73,À vista,1,348204.66,Concluída,Vitor Gabriel Freitas,25,Masculino,Recife,PE,331067.66,Engenheiro,Chevrolet,Camaro SS,2024,455,6.2,Muscle Car,394476.79,Lucas Gabriel Souza,4.89,2023,12,2023-12,2023Q4
1167,1309,32,13,2023-03-10,813542.83,5.52,Financiamento,60,288544.67,Concluída,Ana Júlia Santos,38,Feminino,Manaus,AM,1787223.97,Delegado,Mercedes-AMG,GT,2024,530,4.0,Esportivo,861074.12,Paulo da Mota,4.99,2023,3,2023-03,2023Q1
1168,44,25,6,2024-06-15,692201.85,3.18,À vista,1,692201.85,Concluída,Luiz Felipe Nascimento,45,Masculino,Florianópolis,SC,365575.59,Desenvolvedor de Software,Ford,Mustang Shelby GT500,2023,760,5.2,Muscle Car,714936.84,Sr. Joaquim Almeida,4.76,2024,6,2024-06,2024Q2
1169,858,19,2,2023-04-28,1039393.29,7.88,Financiamento,60,257202.47,Concluída,Maria Fernanda Abreu,33,Masculino,Goiânia,GO,574024.85,Advogado,Aston Martin,DB11,2022,630,5.2,Gran Turismo,1128303.62,Maya Mendonça,3.07,2023,4,2023-04,2023Q2
1170,1015,16,12,2023-03-26,1106176.55,7.36,Leasing,24,110617.66,Concluída,Luiz Fernando Sampaio,41,Masculino,São José dos Campos,SP,1329722.48,Gestor de TI,McLaren,GT,2023,620,4.0,Gran Turismo,1194059.32,Sra. Letícia Brito,4.15,2023,3,2023-03,2023Q1
1171,852,15,4,2024-10-18,1313773.15,7.59,Financiamento,24,264963.38,Concluída,Henrique Martins,49,Feminino,Florianópolis,SC,803301.84,Médico,McLaren,720S,2023,720,4.0,Superesportivo,1421678.55,Ana Luiza Caldeira,4.81,2024,10,2024-10,2024Q4
1172,1503,30,8,2023-07-18,925954.49,0.85,À vista,1,925954.49,Concluída,Diego Siqueira,54,Masculino,Belo Horizonte,MG,860708.44,Contador,BMW,M5 Competition,2024,625,4.4,Esportivo,933892.58,Henrique Pereira,3.61,2023,7,2023-07,2023Q3
1173,1827,4,3,2024-01-18,803336.66,5.55,Financiamento,48,315388.98,Concluída,Catarina Alves,44,Prefiro não informar,Vitória,ES,1341737.2,Promotor,Ferrari,Portofino,2023,600,3.9,Conversível,850541.73,Lucas Gabriel Souza,4.89,2024,1,2024-01,2024Q1
1174,387,33,14,2023-12-01,1038837.17,1.44,À vista,1,1038837.17,Concluída,Oliver Cavalcanti,45,Feminino,Brasília,DF,1233856.3,Consultor,Mercedes-AMG,GT R,2024,585,4.0,Superesportivo,1054014.99,Valentim Vasconcelos,3.05,2023,12,2023-12,2023Q4
1175,1672,16,15,2024-04-27,1019965.47,14.58,À vista,1,1019965.47,Concluída,Yasmin Gonçalves,41,Masculino,Campinas,SP,541550.07,Arquiteto,McLaren,GT,2023,620,4.0,Gran Turismo,1194059.32,Marcela Garcia,4.5,2024,4,2024-04,2024Q2
1176,1871,33,12,2024-06-21,988244.45,6.24,Leasing,24,98824.44,Concluída,Dr. Thales da Cunha,42,Masculino,Fortaleza,CE,1165960.07,Consultor,Mercedes-AMG,GT R,2024,585,4.0,Superesportivo,1054014.99,Sra. Letícia Brito,4.15,2024,6,2024-06,2024Q2
1177,195,6,2,2023-11-02,979476.46,8.47,Financiamento,48,363893.33,Concluída,Sra. Isadora Teixeira,35,Masculino,Recife,PE,1706452.37,Produtor,Lamborghini,Huracán,2022,640,5.2,Superesportivo,1070115.22,Maya Mendonça,3.07,2023,11,2023-11,2023Q4
1178,1853,9,5,2024-06-20,584045.35,2.29,À vista,1,584045.35,Concluída,Gabriela Siqueira,42,Feminino,Fortaleza,CE,727026.68,Consultor,Porsche,911 Carrera,2023,385,3.0,Esportivo,597733.45,Daniela Montenegro,4.54,2024,6,2024-06,2024Q2
1179,409,4,2,2024-10-27,789217.67,7.21,Financiamento,48,210667.57,Concluída,Liz Lopes,47,Masculino,Curitiba,PR,1306697.68,Gestor de TI,Ferrari,Portofino,2023,600,3.9,Conversível,850541.73,Maya Mendonça,3.07,2024,10,2024-10,2024Q4
1180,1129,34,15,2024-02-27,616461.67,4.06,Leasing,48,61646.17,Concluída,Kamilly Nogueira,43,Masculino,Campinas,SP,1541135.24,Contador,Mercedes-AMG,C63 S,2023,510,4.0,Esportivo,642549.17,Marcela Garcia,4.5,2024,2,2024-02,2024Q1
1181,1888,34,15,2023-02-19,600847.73,6.49,Financiamento,60,210990.47,Concluída,João Vitor Rezende,53,Masculino,Goiânia,GO,1055944.45,Delegado,Mercedes-AMG,C63 S,2023,510,4.0,Esportivo,642549.17,Marcela Garcia,4.5,2023,2,2023-02,2023Q1
1182,947,13,2,2024-10-02,685257.17,0.81,À vista,1,685257.17,Concluída,Dra. Heloisa Martins,29,Feminino,Florianópolis,SC,394861.41,Professor Universitário,Porsche,Panamera,2024,330,3.0,Gran Turismo,690853.08,Maya Mendonça,3.07,2024,10,2024-10,2024Q4
1183,1156,29,11,2023-12-24,651819.16,8.77,À vista,1,651819.16,Concluída,Thiago Monteiro,36,Outro,Belo Horizonte,MG,1276963.93,Juiz,BMW,M4 Competition,2024,510,3.0,Esportivo,714478.97,Rafaela Freitas,4.67,2023,12,2023-12,2023Q4
1184,801,1,8,2023-10-10,964820.92,3.21,Consórcio,60,0.0,Concluída,Anna Liz Barbosa,37,Outro,Porto Alegre,RS,810201.57,Cirurgião,Ferrari,488 GTB,2025,670,3.9,Superesportivo,996818.8,Henrique Pereira,3.61,2023,10,2023-10,2023Q4
1188,898,3,8,2024-08-14,944957.36,4.36,Leasing,24,94495.74,Concluída,Dr. Cauã Rodrigues,62,Masculino,Vitória,ES,869489.22,Médico,Ferrari,Roma,2022,620,3.9,Gran Turismo,988035.72,Henrique Pereira,3.61,2024,8,2024-08,2024Q3
1189,1788,26,2,2024-01-22,605675.67,0.42,À vista,1,605675.67,Concluída,Sra. Isabelly da Rosa,45,Masculino,Curitiba,PR,727556.0,Promotor,Dodge,Challenger SRT Hellcat,2024,717,6.2,Muscle Car,608230.24,Maya Mendonça,3.07,2024,1,2024-01,2024Q1
1190,1694,29,14,2024-12-21,702261.38,1.71,Consórcio,72,0.0,Concluída,Diego Leão,42,Masculino,Goiânia,GO,2187823.65,Delegado,BMW,M4 Competition,2024,510,3.0,Esportivo,714478.97,Valentim Vasconcelos,3.05,2024,12,2024-12,2024Q4
1191,1039,36,1,2024-12-09,1311800.69,3.84,À vista,1,1311800.69,Concluída,Pedro Miguel Sampaio,47,Masculino,Florianópolis,SC,895073.84,Executivo,Audi,R8 V10,2024,570,5.2,Superesportivo,1364185.41,Allana Ferreira,3.95,2024,12,2024-12,2024Q4
1192,168,10,2,2023-03-22,893772.6,6.35,Financiamento,36,301922.69,Concluída,Maria Flor Novaes,37,Masculino,Campinas,SP,1574789.33,Diretor de Empresa,Porsche,911 Turbo,2023,580,3.8,Superesportivo,954375.44,Maya Mendonça,3.07,2023,3,2023-03,2023Q1
1194,1207,37,9,2024-06-01,569101.57,7.89,Consórcio,84,0.0,Concluída,Rafael Gomes,44,Masculino,Vitória,ES,822210.45,Gestor de TI,Audi,RS5,2025,450,2.9,Esportivo,617849.93,Miguel Abreu,4.23,2024,6,2024-06,2024Q2
1196,548,3,14,2024-05-01,917983.99,7.09,À vista,1,917983.99,Concluída,Maria Laura da Luz,44,Masculino,Curitiba,PR,1649427.24,Gestor de TI,Ferrari,Roma,2022,620,3.9,Gran Turismo,988035.72,Valentim Vasconcelos,3.05,2024,5,2024-05,2024Q2
1197,1574,31,5,2023-07-22,896172.37,1.3,Financiamento,24,326632.35,Concluída,Sr. Asafe Cassiano,37,Outro,São José dos Campos,SP,1387683.05,Diretor de Empresa,BMW,M8 Competition,2022,625,4.4,Gran Turismo,907976.06,Daniela Montenegro,4.54,2023,7,2023-07,2023Q3
1198,1704,25,5,2024-02-18,697492.38,2.44,Financiamento,48,246275.46,Concluída,Cecilia Farias,43,Masculino,Manaus,AM,786044.78,Dentista,Ford,Mustang Shelby GT500,2023,760,5.2,Muscle Car,714936.84,Daniela Montenegro,4.54,2024,2,2024-02,2024Q1
1199,551,32,10,2024-10-18,831711.49,3.41,Consórcio,60,0.0,Concluída,Leandro da Paz,44,Masculino,Campinas,SP,970672.6,Advogado,Mercedes-AMG,GT,2024,530,4.0,Esportivo,861074.12,Manuela Barros,4.09,2024,10,2024-10,2024Q4
1200,1579,35,13,2023-05-18,728376.64,7.74,À vista,1,728376.64,Concluída,Fernando Gonçalves,46,Masculino,Brasília,DF,1407863.3,Cirurgião,Mercedes-AMG,E63 S,2023,612,4.0,Esportivo,789482.59,Paulo da Mota,4.99,2023,5,2023-05,2023Q2
1201,904,3,13,2023-12-27,972029.54,1.62,Consórcio,84,0.0,Concluída,Sra. Clarice Cassiano,60,Feminino,Recife,PE,601281.51,Executivo,Ferrari,Roma,2022,620,3.9,Gran Turismo,988035.72,Paulo da Mota,4.99,2023,12,2023-12,2023Q4
1203,1002,3,5,2024-12-27,938041.11,5.06,À vista,1,938041.11,Concluída,Dr. Davi Lucas Freitas,42,Masculino,Curitiba,PR,658584.27,Empresário,Ferrari,Roma,2022,620,3.9,Gran Turismo,988035.72,Daniela Montenegro,4.54,2024,12,2024-12,2024Q4
1204,1631,35,1,2024-12-27,740534.67,6.2,Financiamento,60,188072.65,Concluída,Raquel Rios,43,Masculino,Belo Horizonte,MG,1821732.21,Consultor,Mercedes-AMG,E63 S,2023,612,4.0,Esportivo,789482.59,Allana Ferreira,3.95,2024,12,2024-12,2024Q4
1206,1701,34,5,2023-11-04,592301.82,7.82,Consórcio,72,0.0,Concluída,Raquel Carvalho,35,Masculino,Florianópolis,SC,1063962.36,Piloto,Mercedes-AMG,C63 S,2023,510,4.0,Esportivo,642549.17,Daniela Montenegro,4.54,2023,11,2023-11,2023Q4
